ZIP Code,CBSA Code,USPS Default State for ZIP
90001,31080,CA
90002,31080,CA
90003,31080,CA
90004,31080,CA
90005,31080,CA
90006,31080,CA
90007,31080,CA
90008,31080,CA
90009,31080,CA
90010,31080,CA
90011,31080,CA
90012,31080,CA
90013,31080,CA
90014,31080,CA
90015,31080,CA
90016,31080,CA
90017,31080,CA
90018,31080,CA
90019,31080,CA
90020,31080,CA
90021,31080,CA
90022,31080,CA
90023,31080,CA
90024,31080,CA
90025,31080,CA
90026,31080,CA
90027,31080,CA
90028,31080,CA
90029,31080,CA
90030,31080,CA
90031,31080,CA
90032,31080,CA
90033,31080,CA
90034,31080,CA
90035,31080,CA
90036,31080,CA
90037,31080,CA
90038,31080,CA
90039,31080,CA
90040,31080,CA
90041,31080,CA
90042,31080,CA
90043,31080,CA
90044,31080,CA
90045,31080,CA
90046,31080,CA
90047,31080,CA
90048,31080,CA
90049,31080,CA
90050,31080,CA
90051,31080,CA
90052,31080,CA
90053,31080,CA
90054,31080,CA
90055,31080,CA
90056,31080,CA
90057,31080,CA
90058,31080,CA
90059,31080,CA
90060,31080,CA
90061,31080,CA
90062,31080,CA
90063,31080,CA
90064,31080,CA
90065,31080,CA
90066,31080,CA
90067,31080,CA
90068,31080,CA
90069,31080,CA
90070,31080,CA
90071,31080,CA
90072,31080,CA
90073,31080,CA
90074,31080,CA
90075,31080,CA
90076,31080,CA
90077,31080,CA
90078,31080,CA
90079,31080,CA
90081,31080,CA
90082,31080,CA
90083,31080,CA
90084,31080,CA
90086,31080,CA
90087,31080,CA
90089,31080,CA
90091,31080,CA
90093,31080,CA
90094,31080,CA
90095,31080,CA
90099,31080,CA
90140,31080,CA
90201,31080,CA
90202,31080,CA
90205,31080,CA
90209,31080,CA
90210,31080,CA
90211,31080,CA
90212,31080,CA
90213,31080,CA
90220,31080,CA
90221,31080,CA
90222,31080,CA
90223,31080,CA
90224,31080,CA
90230,31080,CA
90231,31080,CA
90232,31080,CA
90239,31080,CA
90240,31080,CA
90241,31080,CA
90242,31080,CA
90245,31080,CA
90247,31080,CA
90248,31080,CA
90249,31080,CA
90250,31080,CA
90251,31080,CA
90254,31080,CA
90255,31080,CA
90260,31080,CA
90262,31080,CA
90263,31080,CA
90264,31080,CA
90265,31080,CA
90266,31080,CA
90267,31080,CA
90270,31080,CA
90272,31080,CA
90274,31080,CA
90275,31080,CA
90277,31080,CA
90278,31080,CA
90280,31080,CA
90290,31080,CA
90291,31080,CA
90292,31080,CA
90293,31080,CA
90294,31080,CA
90295,31080,CA
90296,31080,CA
90301,31080,CA
90302,31080,CA
90303,31080,CA
90304,31080,CA
90305,31080,CA
90306,31080,CA
90307,31080,CA
90308,31080,CA
90309,31080,CA
90310,31080,CA
90401,31080,CA
90402,31080,CA
90403,31080,CA
90404,31080,CA
90405,31080,CA
90406,31080,CA
90408,31080,CA
90409,31080,CA
90501,31080,CA
90502,31080,CA
90503,31080,CA
90504,31080,CA
90505,31080,CA
90506,31080,CA
90507,31080,CA
90508,31080,CA
90509,31080,CA
90510,31080,CA
90601,31080,CA
90602,31080,CA
90603,31080,CA
90604,31080,CA
90605,31080,CA
90606,31080,CA
90607,31080,CA
90608,31080,CA
90609,31080,CA
90610,31080,CA
90620,31080,CA
90621,31080,CA
90622,31080,CA
90623,31080,CA
90624,31080,CA
90630,31080,CA
90631,31080,CA
90632,31080,CA
90633,31080,CA
90637,31080,CA
90638,31080,CA
90639,31080,CA
90640,31080,CA
90650,31080,CA
90651,31080,CA
90652,31080,CA
90660,31080,CA
90661,31080,CA
90662,31080,CA
90670,31080,CA
90671,31080,CA
90680,31080,CA
90701,31080,CA
90702,31080,CA
90703,31080,CA
90704,31080,CA
90706,31080,CA
90707,31080,CA
90710,31080,CA
90711,31080,CA
90712,31080,CA
90713,31080,CA
90714,31080,CA
90715,31080,CA
90716,31080,CA
90717,31080,CA
90720,31080,CA
90721,31080,CA
90723,31080,CA
90731,31080,CA
90732,31080,CA
90733,31080,CA
90734,31080,CA
90740,31080,CA
90742,31080,CA
90743,31080,CA
90744,31080,CA
90745,31080,CA
90746,31080,CA
90747,31080,CA
90748,31080,CA
90749,31080,CA
90755,31080,CA
90801,31080,CA
90802,31080,CA
90803,31080,CA
90804,31080,CA
90805,31080,CA
90806,31080,CA
90807,31080,CA
90808,31080,CA
90809,31080,CA
90810,31080,CA
90813,31080,CA
90814,31080,CA
90815,31080,CA
90822,31080,CA
90831,31080,CA
90832,31080,CA
90833,31080,CA
90840,31080,CA
90844,31080,CA
90846,31080,CA
90853,31080,CA
90895,31080,CA
91001,31080,CA
91003,31080,CA
91006,31080,CA
91007,31080,CA
91008,31080,CA
91009,31080,CA
91010,31080,CA
91011,31080,CA
91012,31080,CA
91016,31080,CA
91017,31080,CA
91020,31080,CA
91021,31080,CA
91023,31080,CA
91024,31080,CA
91025,31080,CA
91030,31080,CA
91031,31080,CA
91040,31080,CA
91041,31080,CA
91042,31080,CA
91043,31080,CA
91046,31080,CA
91066,31080,CA
91077,31080,CA
91101,31080,CA
91102,31080,CA
91103,31080,CA
91104,31080,CA
91105,31080,CA
91106,31080,CA
91107,31080,CA
91108,31080,CA
91109,31080,CA
91114,31080,CA
91115,31080,CA
91116,31080,CA
91117,31080,CA
91118,31080,CA
91121,31080,CA
91123,31080,CA
91124,31080,CA
91125,31080,CA
91126,31080,CA
91129,31080,CA
91182,31080,CA
91184,31080,CA
91185,31080,CA
91188,31080,CA
91189,31080,CA
91199,31080,CA
91201,31080,CA
91202,31080,CA
91203,31080,CA
91204,31080,CA
91205,31080,CA
91206,31080,CA
91207,31080,CA
91208,31080,CA
91209,31080,CA
91210,31080,CA
91214,31080,CA
91221,31080,CA
91222,31080,CA
91224,31080,CA
91225,31080,CA
91226,31080,CA
91301,31080,CA
91302,31080,CA
91303,31080,CA
91304,31080,CA
91305,31080,CA
91306,31080,CA
91307,31080,CA
91308,31080,CA
91309,31080,CA
91310,31080,CA
91311,31080,CA
91313,31080,CA
91316,31080,CA
91319,37100,CA
91320,37100,CA
91321,31080,CA
91322,31080,CA
91324,31080,CA
91325,31080,CA
91326,31080,CA
91327,31080,CA
91328,31080,CA
91330,31080,CA
91331,31080,CA
91333,31080,CA
91334,31080,CA
91335,31080,CA
91337,31080,CA
91340,31080,CA
91341,31080,CA
91342,31080,CA
91343,31080,CA
91344,31080,CA
91345,31080,CA
91346,31080,CA
91350,31080,CA
91351,31080,CA
91352,31080,CA
91353,31080,CA
91354,31080,CA
91355,31080,CA
91356,31080,CA
91357,31080,CA
91358,37100,CA
91359,37100,CA
91360,37100,CA
91361,37100,CA
91362,37100,CA
91364,31080,CA
91365,31080,CA
91367,31080,CA
91371,31080,CA
91372,31080,CA
91376,31080,CA
91377,37100,CA
91380,31080,CA
91381,31080,CA
91382,31080,CA
91383,31080,CA
91384,31080,CA
91385,31080,CA
91386,31080,CA
91387,31080,CA
91390,31080,CA
91392,31080,CA
91393,31080,CA
91394,31080,CA
91395,31080,CA
91396,31080,CA
91401,31080,CA
91402,31080,CA
91403,31080,CA
91404,31080,CA
91405,31080,CA
91406,31080,CA
91407,31080,CA
91408,31080,CA
91409,31080,CA
91411,31080,CA
91412,31080,CA
91413,31080,CA
91416,31080,CA
91423,31080,CA
91426,31080,CA
91436,31080,CA
91470,31080,CA
91482,31080,CA
91499,31080,CA
91501,31080,CA
91502,31080,CA
91503,31080,CA
91504,31080,CA
91505,31080,CA
91506,31080,CA
91507,31080,CA
91508,31080,CA
91510,31080,CA
91521,31080,CA
91522,31080,CA
91523,31080,CA
91601,31080,CA
91602,31080,CA
91603,31080,CA
91604,31080,CA
91605,31080,CA
91606,31080,CA
91607,31080,CA
91608,31080,CA
91609,31080,CA
91610,31080,CA
91614,31080,CA
91615,31080,CA
91617,31080,CA
91701,40140,CA
91702,31080,CA
91706,31080,CA
91708,40140,CA
91709,40140,CA
91710,40140,CA
91711,31080,CA
91714,31080,CA
91715,31080,CA
91716,31080,CA
91722,31080,CA
91723,31080,CA
91724,31080,CA
91729,40140,CA
91730,40140,CA
91731,31080,CA
91732,31080,CA
91733,31080,CA
91734,31080,CA
91737,40140,CA
91739,40140,CA
91740,31080,CA
91741,31080,CA
91743,40140,CA
91744,31080,CA
91745,31080,CA
91746,31080,CA
91747,31080,CA
91748,31080,CA
91750,31080,CA
91752,40140,CA
91754,31080,CA
91755,31080,CA
91756,31080,CA
91759,40140,CA
91761,40140,CA
91762,40140,CA
91763,40140,CA
91764,40140,CA
91765,31080,CA
91766,31080,CA
91767,31080,CA
91768,31080,CA
91769,31080,CA
91770,31080,CA
91771,31080,CA
91772,31080,CA
91773,31080,CA
91775,31080,CA
91776,31080,CA
91778,31080,CA
91780,31080,CA
91784,40140,CA
91785,40140,CA
91786,40140,CA
91788,31080,CA
91789,31080,CA
91790,31080,CA
91791,31080,CA
91792,31080,CA
91793,31080,CA
91801,31080,CA
91802,31080,CA
91803,31080,CA
91804,31080,CA
91896,31080,CA
91899,31080,CA
91901,41740,CA
91902,41740,CA
91903,41740,CA
91905,41740,CA
91906,41740,CA
91908,41740,CA
91910,41740,CA
91911,41740,CA
91912,41740,CA
91913,41740,CA
91914,41740,CA
91915,41740,CA
91916,41740,CA
91917,41740,CA
91921,41740,CA
91931,41740,CA
91932,41740,CA
91933,41740,CA
91934,41740,CA
91935,41740,CA
91941,41740,CA
91942,41740,CA
91943,41740,CA
91944,41740,CA
91945,41740,CA
91946,41740,CA
91948,41740,CA
91950,41740,CA
91951,41740,CA
91962,41740,CA
91963,41740,CA
91976,41740,CA
91977,41740,CA
91978,41740,CA
91979,41740,CA
91980,41740,CA
92003,41740,CA
92004,41740,CA
92007,41740,CA
92008,41740,CA
92009,41740,CA
92010,41740,CA
92011,41740,CA
92013,41740,CA
92014,41740,CA
92018,41740,CA
92019,41740,CA
92020,41740,CA
92021,41740,CA
92022,41740,CA
92023,41740,CA
92024,41740,CA
92025,41740,CA
92026,41740,CA
92027,41740,CA
92028,41740,CA
92029,41740,CA
92030,41740,CA
92033,41740,CA
92036,41740,CA
92037,41740,CA
92038,41740,CA
92039,41740,CA
92040,41740,CA
92046,41740,CA
92049,41740,CA
92051,41740,CA
92052,41740,CA
92054,41740,CA
92055,41740,CA
92056,41740,CA
92057,41740,CA
92058,41740,CA
92059,41740,CA
92060,41740,CA
92061,41740,CA
92064,41740,CA
92065,41740,CA
92066,41740,CA
92067,41740,CA
92068,41740,CA
92069,41740,CA
92070,41740,CA
92071,41740,CA
92072,41740,CA
92074,41740,CA
92075,41740,CA
92078,41740,CA
92079,41740,CA
92081,41740,CA
92082,41740,CA
92083,41740,CA
92084,41740,CA
92085,41740,CA
92086,41740,CA
92088,41740,CA
92091,41740,CA
92092,41740,CA
92093,41740,CA
92096,41740,CA
92101,41740,CA
92102,41740,CA
92103,41740,CA
92104,41740,CA
92105,41740,CA
92106,41740,CA
92107,41740,CA
92108,41740,CA
92109,41740,CA
92110,41740,CA
92111,41740,CA
92112,41740,CA
92113,41740,CA
92114,41740,CA
92115,41740,CA
92116,41740,CA
92117,41740,CA
92118,41740,CA
92119,41740,CA
92120,41740,CA
92121,41740,CA
92122,41740,CA
92123,41740,CA
92124,41740,CA
92126,41740,CA
92127,41740,CA
92128,41740,CA
92129,41740,CA
92130,41740,CA
92131,41740,CA
92132,41740,CA
92134,41740,CA
92135,41740,CA
92136,41740,CA
92137,41740,CA
92138,41740,CA
92139,41740,CA
92140,41740,CA
92142,41740,CA
92143,41740,CA
92145,41740,CA
92147,41740,CA
92149,41740,CA
92150,41740,CA
92152,41740,CA
92153,41740,CA
92154,41740,CA
92155,41740,CA
92158,41740,CA
92159,41740,CA
92160,41740,CA
92161,41740,CA
92163,41740,CA
92165,41740,CA
92166,41740,CA
92167,41740,CA
92168,41740,CA
92169,41740,CA
92170,41740,CA
92171,41740,CA
92172,41740,CA
92173,41740,CA
92174,41740,CA
92175,41740,CA
92176,41740,CA
92177,41740,CA
92178,41740,CA
92179,41740,CA
92182,41740,CA
92191,41740,CA
92192,41740,CA
92193,41740,CA
92195,41740,CA
92196,41740,CA
92197,41740,CA
92198,41740,CA
92199,41740,CA
92201,40140,CA
92202,40140,CA
92203,40140,CA
92210,40140,CA
92211,40140,CA
92220,40140,CA
92222,20940,CA
92223,40140,CA
92225,40140,CA
92226,40140,CA
92227,20940,CA
92230,40140,CA
92231,20940,CA
92232,20940,CA
92233,20940,CA
92234,40140,CA
92235,40140,CA
92236,40140,CA
92239,40140,CA
92240,40140,CA
92241,40140,CA
92242,40140,CA
92243,20940,CA
92244,20940,CA
92247,40140,CA
92248,40140,CA
92249,20940,CA
92250,20940,CA
92251,20940,CA
92252,40140,CA
92253,40140,CA
92254,40140,CA
92255,40140,CA
92256,40140,CA
92257,20940,CA
92258,40140,CA
92259,20940,CA
92260,40140,CA
92261,40140,CA
92262,40140,CA
92263,40140,CA
92264,40140,CA
92266,20940,CA
92267,40140,CA
92268,40140,CA
92270,40140,CA
92273,20940,CA
92274,40140,CA
92275,20940,CA
92276,40140,CA
92277,40140,CA
92278,40140,CA
92280,40140,CA
92281,20940,CA
92282,40140,CA
92283,20940,CA
92284,40140,CA
92285,40140,CA
92286,40140,CA
92301,40140,CA
92304,40140,CA
92305,40140,CA
92307,40140,CA
92308,40140,CA
92309,40140,CA
92310,40140,CA
92311,40140,CA
92312,40140,CA
92313,40140,CA
92314,40140,CA
92315,40140,CA
92316,40140,CA
92317,40140,CA
92318,40140,CA
92320,40140,CA
92321,40140,CA
92322,40140,CA
92323,40140,CA
92324,40140,CA
92325,40140,CA
92327,40140,CA
92329,40140,CA
92331,40140,CA
92332,40140,CA
92333,40140,CA
92334,40140,CA
92335,40140,CA
92336,40140,CA
92337,40140,CA
92338,40140,CA
92339,40140,CA
92340,40140,CA
92341,40140,CA
92342,40140,CA
92344,40140,CA
92345,40140,CA
92346,40140,CA
92347,40140,CA
92350,40140,CA
92352,40140,CA
92354,40140,CA
92356,40140,CA
92357,40140,CA
92358,40140,CA
92359,40140,CA
92363,40140,CA
92364,40140,CA
92365,40140,CA
92366,40140,CA
92368,40140,CA
92369,40140,CA
92371,40140,CA
92372,40140,CA
92373,40140,CA
92374,40140,CA
92375,40140,CA
92376,40140,CA
92377,40140,CA
92378,40140,CA
92382,40140,CA
92385,40140,CA
92386,40140,CA
92391,40140,CA
92392,40140,CA
92393,40140,CA
92394,40140,CA
92395,40140,CA
92397,40140,CA
92398,40140,CA
92399,40140,CA
92401,40140,CA
92402,40140,CA
92403,40140,CA
92404,40140,CA
92405,40140,CA
92406,40140,CA
92407,40140,CA
92408,40140,CA
92410,40140,CA
92411,40140,CA
92413,40140,CA
92415,40140,CA
92418,40140,CA
92423,40140,CA
92427,40140,CA
92501,40140,CA
92502,40140,CA
92503,40140,CA
92504,40140,CA
92505,40140,CA
92506,40140,CA
92507,40140,CA
92508,40140,CA
92509,40140,CA
92513,40140,CA
92514,40140,CA
92516,40140,CA
92517,40140,CA
92518,40140,CA
92519,40140,CA
92521,40140,CA
92522,40140,CA
92530,40140,CA
92531,40140,CA
92532,40140,CA
92536,40140,CA
92539,40140,CA
92543,40140,CA
92544,40140,CA
92545,40140,CA
92546,40140,CA
92548,40140,CA
92549,40140,CA
92551,40140,CA
92552,40140,CA
92553,40140,CA
92555,40140,CA
92556,40140,CA
92557,40140,CA
92561,40140,CA
92562,40140,CA
92563,40140,CA
92564,40140,CA
92567,40140,CA
92570,40140,CA
92571,40140,CA
92572,40140,CA
92581,40140,CA
92582,40140,CA
92583,40140,CA
92584,40140,CA
92585,40140,CA
92586,40140,CA
92587,40140,CA
92589,40140,CA
92590,40140,CA
92591,40140,CA
92592,40140,CA
92593,40140,CA
92595,40140,CA
92596,40140,CA
92599,40140,CA
92602,31080,CA
92603,31080,CA
92604,31080,CA
92605,31080,CA
92606,31080,CA
92607,31080,CA
92609,31080,CA
92610,31080,CA
92612,31080,CA
92614,31080,CA
92615,31080,CA
92616,31080,CA
92617,31080,CA
92618,31080,CA
92619,31080,CA
92620,31080,CA
92623,31080,CA
92624,31080,CA
92625,31080,CA
92626,31080,CA
92627,31080,CA
92628,31080,CA
92629,31080,CA
92630,31080,CA
92637,31080,CA
92646,31080,CA
92647,31080,CA
92648,31080,CA
92649,31080,CA
92650,31080,CA
92651,31080,CA
92652,31080,CA
92653,31080,CA
92654,31080,CA
92655,31080,CA
92656,31080,CA
92657,31080,CA
92658,31080,CA
92659,31080,CA
92660,31080,CA
92661,31080,CA
92662,31080,CA
92663,31080,CA
92672,31080,CA
92673,31080,CA
92674,31080,CA
92675,31080,CA
92676,31080,CA
92677,31080,CA
92678,31080,CA
92679,31080,CA
92683,31080,CA
92684,31080,CA
92685,31080,CA
92688,31080,CA
92690,31080,CA
92691,31080,CA
92692,31080,CA
92693,31080,CA
92694,31080,CA
92697,31080,CA
92698,31080,CA
92701,31080,CA
92702,31080,CA
92703,31080,CA
92704,31080,CA
92705,31080,CA
92706,31080,CA
92707,31080,CA
92708,31080,CA
92711,31080,CA
92728,31080,CA
92735,31080,CA
92780,31080,CA
92781,31080,CA
92782,31080,CA
92799,31080,CA
92801,31080,CA
92802,31080,CA
92803,31080,CA
92804,31080,CA
92805,31080,CA
92806,31080,CA
92807,31080,CA
92808,31080,CA
92809,31080,CA
92811,31080,CA
92812,31080,CA
92814,31080,CA
92815,31080,CA
92816,31080,CA
92817,31080,CA
92821,31080,CA
92822,31080,CA
92823,31080,CA
92825,31080,CA
92831,31080,CA
92832,31080,CA
92833,31080,CA
92834,31080,CA
92835,31080,CA
92836,31080,CA
92837,31080,CA
92838,31080,CA
92840,31080,CA
92841,31080,CA
92842,31080,CA
92843,31080,CA
92844,31080,CA
92845,31080,CA
92846,31080,CA
92856,31080,CA
92857,31080,CA
92859,31080,CA
92860,40140,CA
92861,31080,CA
92862,31080,CA
92863,31080,CA
92864,31080,CA
92865,31080,CA
92866,31080,CA
92867,31080,CA
92868,31080,CA
92869,31080,CA
92870,31080,CA
92871,31080,CA
92877,40140,CA
92878,40140,CA
92879,40140,CA
92880,40140,CA
92881,40140,CA
92882,40140,CA
92883,40140,CA
92885,31080,CA
92886,31080,CA
92887,31080,CA
92899,31080,CA
93001,37100,CA
93002,37100,CA
93003,37100,CA
93004,37100,CA
93005,37100,CA
93006,37100,CA
93007,37100,CA
93009,37100,CA
93010,37100,CA
93011,37100,CA
93012,37100,CA
93013,42200,CA
93014,42200,CA
93015,37100,CA
93016,37100,CA
93020,37100,CA
93021,37100,CA
93022,37100,CA
93023,37100,CA
93024,37100,CA
93030,37100,CA
93031,37100,CA
93032,37100,CA
93033,37100,CA
93034,37100,CA
93035,37100,CA
93036,37100,CA
93040,37100,CA
93041,37100,CA
93042,37100,CA
93043,37100,CA
93044,37100,CA
93060,37100,CA
93061,37100,CA
93062,37100,CA
93063,37100,CA
93064,37100,CA
93065,37100,CA
93066,37100,CA
93067,42200,CA
93094,37100,CA
93099,37100,CA
93101,42200,CA
93102,42200,CA
93103,42200,CA
93105,42200,CA
93106,42200,CA
93108,42200,CA
93109,42200,CA
93110,42200,CA
93111,42200,CA
93116,42200,CA
93117,42200,CA
93118,42200,CA
93120,42200,CA
93121,42200,CA
93130,42200,CA
93140,42200,CA
93150,42200,CA
93160,42200,CA
93190,42200,CA
93199,42200,CA
93201,47300,CA
93202,25260,CA
93203,12540,CA
93204,25260,CA
93205,12540,CA
93206,12540,CA
93207,47300,CA
93208,47300,CA
93210,23420,CA
93212,25260,CA
93215,12540,CA
93218,47300,CA
93219,47300,CA
93220,12540,CA
93221,47300,CA
93222,12540,CA
93223,47300,CA
93224,12540,CA
93225,12540,CA
93226,12540,CA
93227,47300,CA
93230,25260,CA
93232,25260,CA
93234,23420,CA
93235,47300,CA
93237,47300,CA
93238,12540,CA
93239,25260,CA
93240,12540,CA
93241,12540,CA
93242,23420,CA
93243,12540,CA
93244,47300,CA
93245,25260,CA
93246,25260,CA
93247,47300,CA
93249,12540,CA
93250,12540,CA
93251,12540,CA
93252,12540,CA
93254,42200,CA
93255,12540,CA
93256,47300,CA
93257,47300,CA
93258,47300,CA
93260,47300,CA
93261,47300,CA
93262,47300,CA
93263,12540,CA
93265,47300,CA
93266,25260,CA
93267,47300,CA
93268,12540,CA
93270,47300,CA
93271,47300,CA
93272,47300,CA
93274,47300,CA
93275,47300,CA
93276,12540,CA
93277,47300,CA
93278,47300,CA
93279,47300,CA
93280,12540,CA
93283,12540,CA
93285,12540,CA
93286,47300,CA
93287,12540,CA
93290,47300,CA
93291,47300,CA
93292,47300,CA
93301,12540,CA
93302,12540,CA
93303,12540,CA
93304,12540,CA
93305,12540,CA
93306,12540,CA
93307,12540,CA
93308,12540,CA
93309,12540,CA
93311,12540,CA
93312,12540,CA
93313,12540,CA
93314,12540,CA
93380,12540,CA
93384,12540,CA
93385,12540,CA
93386,12540,CA
93387,12540,CA
93388,12540,CA
93389,12540,CA
93390,12540,CA
93401,42020,CA
93402,42020,CA
93403,42020,CA
93405,42020,CA
93406,42020,CA
93407,42020,CA
93408,42020,CA
93409,42020,CA
93410,42020,CA
93412,42020,CA
93420,42020,CA
93421,42020,CA
93422,42020,CA
93423,42020,CA
93424,42020,CA
93426,42020,CA
93427,42200,CA
93428,42020,CA
93429,42200,CA
93430,42020,CA
93432,42020,CA
93433,42020,CA
93434,42200,CA
93435,42020,CA
93436,42200,CA
93437,42200,CA
93438,42200,CA
93440,42200,CA
93441,42200,CA
93442,42020,CA
93443,42020,CA
93444,42020,CA
93445,42020,CA
93446,42020,CA
93447,42020,CA
93448,42020,CA
93449,42020,CA
93450,41500,CA
93451,42020,CA
93452,42020,CA
93453,42020,CA
93454,42200,CA
93455,42200,CA
93456,42200,CA
93457,42200,CA
93458,42200,CA
93460,42200,CA
93461,42020,CA
93463,42200,CA
93464,42200,CA
93465,42020,CA
93475,42020,CA
93483,42020,CA
93501,12540,CA
93502,12540,CA
93504,12540,CA
93505,12540,CA
93510,31080,CA
93516,12540,CA
93518,12540,CA
93523,12540,CA
93524,12540,CA
93527,12540,CA
93528,12540,CA
93531,12540,CA
93532,31080,CA
93534,31080,CA
93535,31080,CA
93536,31080,CA
93539,31080,CA
93543,31080,CA
93544,31080,CA
93550,31080,CA
93551,31080,CA
93552,31080,CA
93553,31080,CA
93554,12540,CA
93555,12540,CA
93556,12540,CA
93560,12540,CA
93561,12540,CA
93562,40140,CA
93563,31080,CA
93581,12540,CA
93584,31080,CA
93586,31080,CA
93590,31080,CA
93591,31080,CA
93592,40140,CA
93599,31080,CA
93601,23420,CA
93602,23420,CA
93603,47300,CA
93604,23420,CA
93605,23420,CA
93606,23420,CA
93608,23420,CA
93609,23420,CA
93610,23420,CA
93611,23420,CA
93612,23420,CA
93613,23420,CA
93614,23420,CA
93615,47300,CA
93616,23420,CA
93618,47300,CA
93619,23420,CA
93620,32900,CA
93621,23420,CA
93622,23420,CA
93624,23420,CA
93625,23420,CA
93626,23420,CA
93627,23420,CA
93628,23420,CA
93630,23420,CA
93631,23420,CA
93633,47300,CA
93634,23420,CA
93635,32900,CA
93636,23420,CA
93637,23420,CA
93638,23420,CA
93639,23420,CA
93640,23420,CA
93641,23420,CA
93642,23420,CA
93643,23420,CA
93644,23420,CA
93645,23420,CA
93646,23420,CA
93647,47300,CA
93648,23420,CA
93649,23420,CA
93650,23420,CA
93651,23420,CA
93652,23420,CA
93653,23420,CA
93654,23420,CA
93656,23420,CA
93657,23420,CA
93660,23420,CA
93661,32900,CA
93662,23420,CA
93664,23420,CA
93665,32900,CA
93666,47300,CA
93667,23420,CA
93668,23420,CA
93669,23420,CA
93670,47300,CA
93673,47300,CA
93675,23420,CA
93701,23420,CA
93702,23420,CA
93703,23420,CA
93704,23420,CA
93705,23420,CA
93706,23420,CA
93707,23420,CA
93708,23420,CA
93709,23420,CA
93710,23420,CA
93711,23420,CA
93712,23420,CA
93714,23420,CA
93715,23420,CA
93716,23420,CA
93717,23420,CA
93718,23420,CA
93720,23420,CA
93721,23420,CA
93722,23420,CA
93723,23420,CA
93724,23420,CA
93725,23420,CA
93726,23420,CA
93727,23420,CA
93728,23420,CA
93729,23420,CA
93730,23420,CA
93737,23420,CA
93740,23420,CA
93741,23420,CA
93744,23420,CA
93745,23420,CA
93747,23420,CA
93750,23420,CA
93755,23420,CA
93760,23420,CA
93761,23420,CA
93764,23420,CA
93765,23420,CA
93771,23420,CA
93772,23420,CA
93773,23420,CA
93774,23420,CA
93775,23420,CA
93776,23420,CA
93777,23420,CA
93778,23420,CA
93779,23420,CA
93786,23420,CA
93790,23420,CA
93791,23420,CA
93792,23420,CA
93793,23420,CA
93794,23420,CA
93844,23420,CA
93888,23420,CA
93901,41500,CA
93902,41500,CA
93905,41500,CA
93906,41500,CA
93907,41500,CA
93908,41500,CA
93912,41500,CA
93915,41500,CA
93920,41500,CA
93921,41500,CA
93922,41500,CA
93923,41500,CA
93924,41500,CA
93925,41500,CA
93926,41500,CA
93927,41500,CA
93928,41500,CA
93930,41500,CA
93932,41500,CA
93933,41500,CA
93940,41500,CA
93942,41500,CA
93943,41500,CA
93944,41500,CA
93950,41500,CA
93953,41500,CA
93954,41500,CA
93955,41500,CA
93960,41500,CA
93962,41500,CA
94002,41860,CA
94005,41860,CA
94010,41860,CA
94011,41860,CA
94014,41860,CA
94015,41860,CA
94017,41860,CA
94018,41860,CA
94019,41860,CA
94020,41860,CA
94021,41860,CA
94022,41940,CA
94023,41940,CA
94024,41940,CA
94025,41860,CA
94026,41860,CA
94027,41860,CA
94028,41860,CA
94030,41860,CA
94035,41940,CA
94037,41860,CA
94038,41860,CA
94039,41940,CA
94040,41940,CA
94041,41940,CA
94042,41940,CA
94043,41940,CA
94044,41860,CA
94060,41860,CA
94061,41860,CA
94062,41860,CA
94063,41860,CA
94064,41860,CA
94065,41860,CA
94066,41860,CA
94070,41860,CA
94074,41860,CA
94080,41860,CA
94083,41860,CA
94085,41940,CA
94086,41940,CA
94087,41940,CA
94088,41940,CA
94089,41940,CA
94102,41860,CA
94103,41860,CA
94104,41860,CA
94105,41860,CA
94107,41860,CA
94108,41860,CA
94109,41860,CA
94110,41860,CA
94111,41860,CA
94112,41860,CA
94114,41860,CA
94115,41860,CA
94116,41860,CA
94117,41860,CA
94118,41860,CA
94119,41860,CA
94121,41860,CA
94122,41860,CA
94123,41860,CA
94124,41860,CA
94125,41860,CA
94126,41860,CA
94127,41860,CA
94128,41860,CA
94129,41860,CA
94130,41860,CA
94131,41860,CA
94132,41860,CA
94133,41860,CA
94134,41860,CA
94140,41860,CA
94141,41860,CA
94143,41860,CA
94146,41860,CA
94147,41860,CA
94158,41860,CA
94159,41860,CA
94164,41860,CA
94188,41860,CA
94301,41940,CA
94302,41940,CA
94303,41860,CA
94304,41940,CA
94305,41940,CA
94306,41940,CA
