ZIP Code,CBSA Code,USPS Default State for ZIP
56017,33460,MN
56019,35580,MN
56020,10660,MN
56021,31860,MN
56024,31860,MN
56026,36940,MN
56028,33460,MN
56029,10660,MN
56031,21860,MN
56032,10660,MN
56034,31860,MN
56035,10660,MN
56036,10660,MN
56037,31860,MN
56039,21860,MN
56041,35580,MN
56042,10660,MN
56043,10660,MN
56045,10660,MN
56046,36940,MN
56050,33460,MN
56052,33460,MN
56054,31860,MN
56055,31860,MN
56057,33460,MN
56058,33460,MN
56063,31860,MN
56065,31860,MN
56069,33460,MN
56071,33460,MN
56073,35580,MN
56074,31860,MN
56075,21860,MN
56078,31860,MN
56080,31860,MN
56082,31860,MN
56084,35580,MN
56085,35580,MN
56087,35580,MN
56088,21860,MN
56089,10660,MN
56090,31860,MN
56096,33460,MN
56110,49380,MN
56115,32140,MN
56116,43620,MN
56117,49380,MN
56119,49380,MN
56121,21860,MN
56127,21860,MN
56129,49380,MN
56134,43620,MN
56138,43620,MN
56146,43620,MN
56147,43620,MN
56153,49380,MN
56155,49380,MN
56156,43620,MN
56157,32140,MN
56158,43620,MN
56165,49380,MN
56167,49380,MN
56168,49380,MN
56169,32140,MN
56171,21860,MN
56173,43620,MN
56175,32140,MN
56176,21860,MN
56181,21860,MN
56185,49380,MN
56187,49380,MN
56201,48820,MN
56209,48820,MN
56216,48820,MN
56229,32140,MN
56239,32140,MN
56251,48820,MN
56253,48820,MN
56258,32140,MN
56264,32140,MN
56273,48820,MN
56279,48820,MN
56281,48820,MN
56282,48820,MN
56288,48820,MN
56289,48820,MN
56291,32140,MN
56301,41060,MN
56302,41060,MN
56303,41060,MN
56304,33460,MN
56307,41060,MN
56308,10820,MN
56310,41060,MN
56312,41060,MN
56313,33460,MN
56315,10820,MN
56316,41060,MN
56319,10820,MN
56320,41060,MN
56321,41060,MN
56324,22260,MN
56325,41060,MN
56326,10820,MN
56327,10820,MN
56329,41060,MN
56330,33460,MN
56331,41060,MN
56332,10820,MN
56333,41060,MN
56335,41060,MN
56340,41060,MN
56341,10820,MN
56342,33460,MN
56343,10820,MN
56352,41060,MN
56353,33460,MN
56354,10820,MN
56355,10820,MN
56356,41060,MN
56357,41060,MN
56359,33460,MN
56360,10820,MN
56361,22260,MN
56362,41060,MN
56363,33460,MN
56367,41060,MN
56368,41060,MN
56369,41060,MN
56371,41060,MN
56374,41060,MN
56375,41060,MN
56376,41060,MN
56377,41060,MN
56378,41060,MN
56379,41060,MN
56386,33460,MN
56387,41060,MN
56388,41060,MN
56393,41060,MN
56395,41060,MN
56398,41060,MN
56399,41060,MN
56401,14660,MN
56425,14660,MN
56435,14660,MN
56441,14660,MN
56442,14660,MN
56444,14660,MN
56447,14660,MN
56448,14660,MN
56449,14660,MN
56450,14660,MN
56452,14660,MN
56455,14660,MN
56465,14660,MN
56468,14660,MN
56472,14660,MN
56473,14660,MN
56474,14660,MN
56484,14660,MN
56514,22020,MN
56515,22260,MN
56517,24220,MN
56518,22260,MN
56520,47420,MN
56522,47420,MN
56523,24220,MN
56524,22260,MN
56525,22020,MN
56527,22260,MN
56528,22260,MN
56529,22020,MN
56533,22260,MN
56534,22260,MN
56535,24220,MN
56536,22020,MN
56537,22260,MN
56538,22260,MN
56540,24220,MN
56542,24220,MN
56543,47420,MN
56546,22020,MN
56547,22020,MN
56549,22020,MN
56551,22260,MN
56552,22020,MN
56553,47420,MN
56556,24220,MN
56560,22020,MN
56561,22020,MN
56562,22020,MN
56563,22020,MN
56565,47420,MN
56567,22260,MN
56568,24220,MN
56571,22260,MN
56572,22260,MN
56573,22260,MN
56576,22260,MN
56579,47420,MN
56580,22020,MN
56585,22020,MN
56586,22260,MN
56587,22260,MN
56588,22260,MN
56592,24220,MN
56594,47420,MN
56601,13420,MN
56619,13420,MN
56626,14660,MN
56628,24330,MN
56630,13420,MN
56631,24330,MN
56633,14660,MN
56636,24330,MN
56637,24330,MN
56639,24330,MN
56641,14660,MN
56646,24220,MN
56647,13420,MN
56650,13420,MN
56655,14660,MN
56657,24330,MN
56659,24330,MN
56661,24330,MN
56662,14660,MN
56663,13420,MN
56666,13420,MN
56667,13420,MN
56669,20260,MN
56670,13420,MN
56671,13420,MN
56672,14660,MN
56678,13420,MN
56680,24330,MN
56681,24330,MN
56683,13420,MN
56684,24220,MN
56685,13420,MN
56688,24330,MN
56716,24220,MN
56721,24220,MN
56722,24220,MN
56723,24220,MN
56736,24220,MN
38601,37060,MS
38602,32820,MS
38603,32820,MS
38611,32820,MS
38614,17260,MS
38617,17260,MS
38618,32820,MS
38626,32820,MS
38631,17260,MS
38632,32820,MS
38633,32820,MS
38635,32820,MS
38637,32820,MS
38638,32820,MS
38639,17260,MS
38641,32820,MS
38642,32820,MS
38644,17260,MS
38645,17260,MS
38647,32820,MS
38649,32820,MS
38651,32820,MS
38654,32820,MS
38655,37060,MS
38659,32820,MS
38661,32820,MS
38664,32820,MS
38665,32820,MS
38668,32820,MS
38671,32820,MS
38672,32820,MS
38673,37060,MS
38676,32820,MS
38677,37060,MS
38679,32820,MS
38680,32820,MS
38685,32820,MS
38686,32820,MS
38701,24740,MS
38703,24740,MS
38720,17260,MS
38722,24740,MS
38723,24740,MS
38725,17380,MS
38726,17380,MS
38730,17380,MS
38731,24740,MS
38732,17380,MS
38733,17380,MS
38739,17260,MS
38740,17380,MS
38744,24740,MS
38746,17380,MS
38748,24740,MS
38756,24740,MS
38759,17380,MS
38760,24740,MS
38762,17380,MS
38764,17380,MS
38767,17260,MS
38769,17380,MS
38772,17380,MS
38773,17380,MS
38774,17380,MS
38776,24740,MS
38780,24740,MS
38781,17380,MS
38782,24740,MS
38801,46180,MS
38802,46180,MS
38803,46180,MS
38804,46180,MS
38824,46180,MS
38826,46180,MS
38829,46180,MS
38834,18420,MS
38835,18420,MS
38843,46180,MS
38846,18420,MS
38847,46180,MS
38849,46180,MS
38855,46180,MS
38856,46180,MS
38857,46180,MS
38858,46180,MS
38859,46180,MS
38862,46180,MS
38865,18420,MS
38866,46180,MS
38868,46180,MS
38876,46180,MS
38879,46180,MS
38880,46180,MS
38901,24980,MS
38917,24900,MS
38922,37060,MS
38923,24900,MS
38924,27140,MS
38925,24980,MS
38929,24980,MS
38930,24900,MS
38940,24980,MS
38941,24900,MS
38943,24900,MS
38944,24900,MS
38946,24900,MS
38947,24900,MS
38948,37060,MS
38949,37060,MS
38952,24900,MS
38954,24900,MS
38959,24900,MS
38960,24980,MS
38961,37060,MS
38965,37060,MS
38967,24980,MS
39039,27140,MS
39040,27140,MS
39041,27140,MS
39042,27140,MS
39043,27140,MS
39044,27140,MS
39045,27140,MS
39046,27140,MS
39047,27140,MS
39056,27140,MS
39058,27140,MS
39059,27140,MS
39060,27140,MS
39062,27140,MS
39063,27140,MS
39066,27140,MS
39069,35020,MS
39071,27140,MS
39073,27140,MS
39074,27140,MS
39077,27140,MS
39078,27140,MS
39079,27140,MS
39080,27140,MS
39082,27140,MS
39083,27140,MS
39087,27140,MS
39088,27140,MS
39092,27140,MS
39094,27140,MS
39095,27140,MS
39096,35020,MS
39098,27140,MS
39110,27140,MS
39111,27140,MS
39114,27140,MS
39117,27140,MS
39120,35020,MS
39121,35020,MS
39122,35020,MS
39130,27140,MS
39145,27140,MS
39146,27140,MS
39148,27140,MS
39149,27140,MS
39151,27140,MS
39154,27140,MS
39156,46980,MS
39157,27140,MS
39158,27140,MS
39161,27140,MS
39162,27140,MS
39163,27140,MS
39165,35020,MS
39167,27140,MS
39169,27140,MS
39170,27140,MS
39173,27140,MS
39174,27140,MS
39175,27140,MS
39176,24900,MS
39179,27140,MS
39180,46980,MS
39181,46980,MS
39182,46980,MS
39183,46980,MS
39190,35020,MS
39191,27140,MS
39192,27140,MS
39193,27140,MS
39194,27140,MS
39201,27140,MS
39202,27140,MS
39203,27140,MS
39204,27140,MS
39205,27140,MS
39206,27140,MS
39207,27140,MS
39208,27140,MS
39209,27140,MS
39210,27140,MS
39211,27140,MS
39212,27140,MS
39213,27140,MS
39215,27140,MS
39216,27140,MS
39217,27140,MS
39218,27140,MS
39225,27140,MS
39232,27140,MS
39236,27140,MS
39269,27140,MS
39272,27140,MS
39282,27140,MS
39283,27140,MS
39284,27140,MS
39286,27140,MS
39288,27140,MS
39289,27140,MS
39296,27140,MS
39298,27140,MS
39301,32940,MS
39302,32940,MS
39303,32940,MS
39304,32940,MS
39305,32940,MS
39307,32940,MS
39309,32940,MS
39320,32940,MS
39325,32940,MS
39326,32940,MS
39330,32940,MS
39335,32940,MS
39338,29860,MS
39341,18060,MS
39342,32940,MS
39347,29860,MS
39348,29860,MS
39355,32940,MS
39356,29860,MS
39359,27140,MS
39360,32940,MS
39361,18060,MS
39363,32940,MS
39364,32940,MS
39366,29860,MS
39401,25620,MS
39402,25620,MS
39403,25620,MS
39404,25620,MS
39406,25620,MS
39407,25620,MS
39422,29860,MS
39423,25620,MS
39425,25620,MS
39426,38100,MS
39436,29860,MS
39437,29860,MS
39439,29860,MS
39440,29860,MS
39443,29860,MS
39455,25620,MS
39457,38100,MS
39459,29860,MS
39460,29860,MS
39462,25620,MS
39463,38100,MS
39464,29860,MS
39465,25620,MS
39466,38100,MS
39470,38100,MS
39475,25620,MS
39476,25620,MS
39477,29860,MS
39478,32620,MS
39480,29860,MS
39481,29860,MS
39482,25620,MS
39501,25060,MS
39502,25060,MS
39503,25060,MS
39505,25060,MS
39506,25060,MS
39507,25060,MS
39520,25060,MS
39522,25060,MS
39525,25060,MS
39529,25060,MS
39530,25060,MS
39531,25060,MS
39532,25060,MS
39533,25060,MS
39534,25060,MS
39535,25060,MS
39540,25060,MS
39552,25060,MS
39553,25060,MS
39555,25060,MS
39556,25060,MS
39558,25060,MS
39560,25060,MS
39561,25060,MS
39562,25060,MS
39563,25060,MS
39564,25060,MS
39565,25060,MS
39566,25060,MS
39567,25060,MS
39569,25060,MS
39571,25060,MS
39572,25060,MS
39573,25060,MS
39574,25060,MS
39576,25060,MS
39577,25060,MS
39581,25060,MS
39595,25060,MS
39601,15020,MS
39602,15020,MS
39603,15020,MS
39629,15020,MS
39632,32620,MS
39635,32620,MS
39648,32620,MS
39649,32620,MS
39652,32620,MS
39657,32620,MS
39662,15020,MS
39666,32620,MS
39667,32620,MS
39668,35020,MS
39701,18060,MS
39702,18060,MS
39703,18060,MS
39704,18060,MS
39705,18060,MS
39710,18060,MS
39736,18060,MS
39737,44260,MS
39739,18060,MS
39740,18060,MS
39743,18060,MS
39744,44260,MS
39747,24980,MS
39750,44260,MS
39751,44260,MS
39752,44260,MS
39753,18060,MS
39759,44260,MS
39760,44260,MS
39762,44260,MS
39766,18060,MS
39767,44260,MS
39769,44260,MS
39771,44260,MS
63005,41180,MO
63006,41180,MO
63010,41180,MO
63011,41180,MO
63012,41180,MO
63013,41180,MO
63014,41180,MO
63015,41180,MO
63016,41180,MO
63017,41180,MO
63019,41180,MO
63020,41180,MO
63021,41180,MO
63022,41180,MO
63023,41180,MO
63024,41180,MO
63025,41180,MO
63026,41180,MO
63028,41180,MO
63031,41180,MO
63032,41180,MO
63033,41180,MO
63034,41180,MO
63036,22100,MO
63037,41180,MO
63038,41180,MO
63039,41180,MO
63040,41180,MO
63041,41180,MO
63042,41180,MO
63043,41180,MO
63044,41180,MO
63045,41180,MO
63047,41180,MO
63048,41180,MO
63049,41180,MO
63050,41180,MO
63051,41180,MO
63052,41180,MO
63053,41180,MO
63055,41180,MO
63056,41180,MO
63057,41180,MO
63060,41180,MO
63061,41180,MO
63065,41180,MO
63066,41180,MO
63068,41180,MO
63069,41180,MO
63070,41180,MO
63072,41180,MO
63073,41180,MO
63074,41180,MO
63077,41180,MO
63079,41180,MO
63080,41180,MO
63084,41180,MO
63087,22100,MO
63088,41180,MO
63089,41180,MO
63090,41180,MO
63101,41180,MO
63102,41180,MO
63103,41180,MO
63104,41180,MO
63105,41180,MO
63106,41180,MO
63107,41180,MO
63108,41180,MO
63109,41180,MO
63110,41180,MO
63111,41180,MO
63112,41180,MO
63113,41180,MO
63114,41180,MO
63115,41180,MO
63116,41180,MO
63117,41180,MO
63118,41180,MO
63119,41180,MO
63120,41180,MO
63121,41180,MO
63122,41180,MO
63123,41180,MO
63124,41180,MO
63125,41180,MO
63126,41180,MO
63127,41180,MO
63128,41180,MO
63129,41180,MO
63130,41180,MO
63131,41180,MO
63132,41180,MO
63133,41180,MO
63134,41180,MO
63135,41180,MO
63136,41180,MO
63137,41180,MO
63138,41180,MO
63139,41180,MO
63140,41180,MO
63141,41180,MO
63143,41180,MO
63144,41180,MO
63145,41180,MO
63146,41180,MO
63147,41180,MO
63150,41180,MO
63151,41180,MO
63155,41180,MO
63156,41180,MO
63160,41180,MO
63164,41180,MO
63166,41180,MO
63167,41180,MO
63171,41180,MO
63177,41180,MO
63178,41180,MO
63180,41180,MO
63301,41180,MO
63302,41180,MO
63303,41180,MO
63304,41180,MO
63332,41180,MO
63338,41180,MO
63341,41180,MO
63342,41180,MO
63343,41180,MO
63345,33020,MO
63346,41180,MO
63347,41180,MO
63348,41180,MO
63349,41180,MO
63352,33020,MO
63357,41180,MO
63362,41180,MO
63365,41180,MO
63366,41180,MO
63367,41180,MO
63368,41180,MO
63369,41180,MO
63373,41180,MO
63376,41180,MO
63377,41180,MO
63378,41180,MO
63379,41180,MO
63380,41180,MO
63381,41180,MO
63382,33020,MO
63383,41180,MO
63385,41180,MO
63386,41180,MO
63387,41180,MO
63388,27620,MO
63389,41180,MO
63390,41180,MO
63401,25300,MO
63435,39500,MO
63436,25300,MO
63438,39500,MO
63440,39500,MO
63447,39500,MO
63448,39500,MO
63452,39500,MO
63454,25300,MO
63457,39500,MO
63459,25300,MO
63461,25300,MO
63462,25300,MO
63463,25300,MO
63467,25300,MO
63471,25300,MO
63473,39500,MO
63501,28860,MO
63533,28860,MO
63535,28860,MO
63536,28860,MO
63540,28860,MO
63541,28860,MO
63546,28860,MO
63548,28860,MO
63559,28860,MO
63561,28860,MO
63601,22100,MO
63624,22100,MO
63628,22100,MO
63637,22100,MO
63640,22100,MO
63651,22100,MO
63653,22100,MO
63662,16020,MO
63701,16020,MO
63702,16020,MO
63703,16020,MO
63736,43460,MO
63739,16020,MO
63740,43460,MO
63742,43460,MO
63743,16020,MO
63744,16020,MO
63745,16020,MO
63747,16020,MO
63750,16020,MO
63751,16020,MO
63752,16020,MO
63755,16020,MO
63758,43460,MO
63760,16020,MO
63764,16020,MO
63766,16020,MO
63767,43460,MO
63769,16020,MO
63771,43460,MO
63774,43460,MO
63779,16020,MO
63780,43460,MO
63781,16020,MO
63782,16020,MO
63784,43460,MO
63785,16020,MO
63787,16020,MO
63801,43460,MO
63820,43460,MO
63821,28380,MO
63823,43460,MO
63824,43460,MO
63829,28380,MO
63834,43460,MO
63837,28380,MO
63845,43460,MO
63847,28380,MO
63849,28380,MO
63852,28380,MO
63855,28380,MO
63857,28380,MO
63863,28380,MO
63875,28380,MO
63876,28380,MO
63880,28380,MO
63881,43460,MO
63882,43460,MO
63901,38740,MO
63902,38740,MO
63932,38740,MO
63933,28380,MO
63940,38740,MO
63945,38740,MO
63954,38740,MO
63961,38740,MO
63962,38740,MO
63967,38740,MO
64001,28140,MO
64002,28140,MO
64011,28140,MO
64012,28140,MO
64013,28140,MO
64014,28140,MO
64015,28140,MO
64016,28140,MO
64017,28140,MO
64018,28140,MO
64019,47660,MO
64020,28140,MO
64021,28140,MO
64022,28140,MO
64024,28140,MO
64028,28140,MO
64029,28140,MO
64030,28140,MO
64034,28140,MO
64035,28140,MO
64036,28140,MO
64037,28140,MO
64040,47660,MO
64048,28140,MO
64050,28140,MO
64051,28140,MO
64052,28140,MO
64053,28140,MO
64054,28140,MO
64055,28140,MO
64056,28140,MO
64057,28140,MO
64058,28140,MO
64060,28140,MO
64061,47660,MO
64062,28140,MO
64063,28140,MO
64064,28140,MO
64065,28140,MO
64066,28140,MO
64067,28140,MO
64068,28140,MO
64069,28140,MO
64070,28140,MO
64071,28140,MO
64072,28140,MO
64073,28140,MO
64074,28140,MO
64075,28140,MO
64076,28140,MO
64077,28140,MO
64078,28140,MO
64079,28140,MO
64080,28140,MO
64081,28140,MO
64082,28140,MO
64083,28140,MO
64084,28140,MO
64085,28140,MO
64086,28140,MO
64088,28140,MO
64089,28140,MO
64090,28140,MO
64092,28140,MO
64093,47660,MO
64096,28140,MO
64097,28140,MO
64098,28140,MO
64101,28140,MO
64102,28140,MO
64105,28140,MO
64106,28140,MO
64108,28140,MO
64109,28140,MO
64110,28140,MO
64111,28140,MO
64112,28140,MO
64113,28140,MO
64114,28140,MO
64116,28140,MO
64117,28140,MO
64118,28140,MO
64119,28140,MO
64120,28140,MO
64121,28140,MO
64123,28140,MO
64124,28140,MO
64125,28140,MO
64126,28140,MO
64127,28140,MO
64128,28140,MO
64129,28140,MO
64130,28140,MO
64131,28140,MO
64132,28140,MO
64133,28140,MO
64134,28140,MO
64136,28140,MO
64137,28140,MO
64138,28140,MO
64139,28140,MO
64141,28140,MO
64144,28140,MO
64145,28140,MO
64146,28140,MO
64147,28140,MO
64148,28140,MO
64149,28140,MO
64150,28140,MO
64151,28140,MO
64152,28140,MO
64153,28140,MO
64154,28140,MO
64155,28140,MO
64156,28140,MO
64157,28140,MO
64158,28140,MO
64161,28140,MO
64162,28140,MO
64163,28140,MO
64164,28140,MO
64165,28140,MO
64166,28140,MO
64167,28140,MO
64168,28140,MO
64170,28140,MO
64171,28140,MO
64188,28140,MO
64190,28140,MO
64197,28140,MO
64198,28140,MO
64199,28140,MO
64401,41140,MO
64421,41140,MO
64422,41140,MO
64423,32340,MO
64427,41140,MO
64428,32340,MO
64429,28140,MO
64430,41140,MO
64431,32340,MO
64432,32340,MO
64433,32340,MO
64434,32340,MO
64436,41140,MO
64439,28140,MO
64440,41140,MO
64443,41140,MO
64444,28140,MO
64445,32340,MO
64448,41140,MO
64449,41140,MO
64454,28140,MO
64455,32340,MO
64457,32340,MO
64459,41140,MO
64461,32340,MO
64465,28140,MO
64468,32340,MO
64469,41140,MO
64474,41140,MO
64475,32340,MO
64476,32340,MO
64477,28140,MO
64479,32340,MO
64480,41140,MO
64483,41140,MO
64484,41140,MO
64485,41140,MO
64487,32340,MO
64490,41140,MO
64492,28140,MO
64493,28140,MO
64494,41140,MO
64497,41140,MO
64501,41140,MO
64502,41140,MO
64503,41140,MO
64504,41140,MO
64505,41140,MO
64506,41140,MO
64507,41140,MO
64508,41140,MO
64624,28140,MO
64625,28140,MO
64637,28140,MO
64644,28140,MO
64649,28140,MO
64650,28140,MO
64671,28140,MO
64701,28140,MO
64720,28140,MO
64722,28140,MO
64723,28140,MO
64725,28140,MO
64730,28140,MO
64733,47660,MO
64734,28140,MO
64739,28140,MO
64742,28140,MO
64743,28140,MO
64745,28140,MO
64746,28140,MO
64747,28140,MO
64752,28140,MO
64755,27900,MO
64761,47660,MO
64779,28140,MO
64780,28140,MO
64801,27900,MO
64802,27900,MO
64803,27900,MO
64804,27900,MO
64830,27900,MO
64832,27900,MO
64833,27900,MO
64834,27900,MO
64835,27900,MO
64836,27900,MO
64840,27900,MO
64841,27900,MO
64842,27900,MO
64844,27900,MO
64849,27900,MO
64850,27900,MO
64855,27900,MO
64857,27900,MO
64858,27900,MO
64859,27900,MO
64862,27900,MO
64864,27900,MO
64865,27900,MO
64866,27900,MO
64870,27900,MO
64999,28140,MO
65001,27620,MO
65010,17860,MO
65016,27620,MO
65018,27620,MO
65023,27620,MO
65024,27620,MO
65025,27620,MO
65032,27620,MO
65035,27620,MO
65039,17860,MO
65040,27620,MO
65042,27620,MO
65043,27620,MO
65046,27620,MO
65048,27620,MO
65050,27620,MO
65051,27620,MO
65053,27620,MO
65054,27620,MO
65055,27620,MO
65059,27620,MO
65063,27620,MO
65067,27620,MO
65068,17860,MO
65074,27620,MO
65076,27620,MO
65077,27620,MO
65080,27620,MO
65081,27620,MO
65085,27620,MO
65101,27620,MO
65102,27620,MO
65103,27620,MO
65104,27620,MO
65105,27620,MO
65109,27620,MO
65110,27620,MO
65111,27620,MO
65201,17860,MO
65202,17860,MO
65203,17860,MO
65205,17860,MO
65211,17860,MO
65212,17860,MO
65215,17860,MO
65216,17860,MO
65217,17860,MO
65218,17860,MO
65230,17860,MO
65231,27620,MO
65232,33020,MO
65233,17860,MO
65237,17860,MO
65239,33620,MO
65240,17860,MO
65243,33620,MO
65244,33620,MO
65248,17860,MO
65250,17860,MO
65251,27620,MO
65254,17860,MO
65255,17860,MO
65256,17860,MO
65257,33620,MO
65259,33620,MO
65260,33620,MO
65262,27620,MO
65264,33020,MO
65265,33020,MO
65270,33620,MO
65274,17860,MO
65276,17860,MO
65278,33620,MO
65279,17860,MO
65280,33020,MO
65284,17860,MO
65285,33020,MO
65287,17860,MO
65299,17860,MO
65301,42740,MO
65302,42740,MO
65305,47660,MO
65320,32180,MO
65321,32180,MO
65322,17860,MO
65327,32180,MO
65330,32180,MO
65332,42740,MO
65333,42740,MO
65334,42740,MO
65336,47660,MO
65337,42740,MO
65339,32180,MO
65340,32180,MO
65344,32180,MO
65345,42740,MO
65347,32180,MO
65348,17860,MO
65349,32180,MO
65350,42740,MO
65351,32180,MO
65401,40620,MO
65402,40620,MO
65409,40620,MO
65436,40620,MO
65452,22780,MO
65457,22780,MO
65459,22780,MO
65461,40620,MO
65462,40620,MO
65463,30060,MO
65470,30060,MO
65473,22780,MO
65529,40620,MO
65534,22780,MO
65536,30060,MO
65543,30060,MO
65548,48460,MO
65550,40620,MO
65556,22780,MO
65559,40620,MO
65583,22780,MO
65584,22780,MO
65590,44180,MO
65601,44180,MO
65604,44180,MO
65608,14700,MO
65610,44180,MO
65612,44180,MO
65613,44180,MO
65614,14700,MO
65615,14700,MO
65616,14700,MO
65617,44180,MO
65619,44180,MO
65620,44180,MO
65622,44180,MO
65626,48460,MO
65627,14700,MO
65629,44180,MO
65630,44180,MO
65631,44180,MO
65632,30060,MO
65636,44180,MO
65640,44180,MO
65644,44180,MO
65648,44180,MO
65649,44180,MO
65650,44180,MO
65652,44180,MO
65653,14700,MO
65657,44180,MO
65663,44180,MO
65669,44180,MO
65672,14700,MO
65673,14700,MO
65674,44180,MO
65679,14700,MO
65680,14700,MO
65685,44180,MO
65688,48460,MO
65706,44180,MO
65710,44180,MO
65713,44180,MO
65714,44180,MO
65720,44180,MO
65721,44180,MO
65722,30060,MO
65725,44180,MO
65726,14700,MO
65727,44180,MO
65731,14700,MO
65733,14700,MO
65738,44180,MO
65739,14700,MO
65740,14700,MO
65742,44180,MO
65744,14700,MO
65746,44180,MO
65753,44180,MO
65754,44180,MO
65757,44180,MO
65759,14700,MO
65764,44180,MO
65765,44180,MO
65767,44180,MO
65770,44180,MO
65771,14700,MO
65775,48460,MO
65777,48460,MO
65781,44180,MO
65783,44180,MO
65788,48460,MO
65789,48460,MO
65790,48460,MO
65793,48460,MO
65801,44180,MO
65802,44180,MO
65803,44180,MO
65804,44180,MO
65805,44180,MO
65806,44180,MO
65807,44180,MO
65808,44180,MO
65809,44180,MO
65810,44180,MO
65814,44180,MO
65890,44180,MO
65897,44180,MO
65898,44180,MO
65899,44180,MO
72643,25460,MO
59001,13740,MT
59002,13740,MT
59006,13740,MT
59007,13740,MT
59008,13740,MT
59013,13740,MT
59014,13740,MT
59015,13740,MT
59019,13740,MT
59024,13740,MT
59026,13740,MT
59028,13740,MT
59029,13740,MT
59037,13740,MT
59041,13740,MT
59044,13740,MT
59057,13740,MT
59061,13740,MT
59063,13740,MT
59064,13740,MT
59067,13740,MT
59068,13740,MT
59069,13740,MT
59070,13740,MT
59071,13740,MT
59079,13740,MT
59088,13740,MT
59101,13740,MT
59102,13740,MT
59103,13740,MT
59104,13740,MT
59105,13740,MT
59106,13740,MT
59107,13740,MT
59108,13740,MT
59111,13740,MT
59401,24500,MT
59402,24500,MT
59403,24500,MT
59404,24500,MT
59405,24500,MT
59406,24500,MT
59410,25740,MT
59412,24500,MT
59414,24500,MT
59421,24500,MT
59443,24500,MT
59463,24500,MT
59465,24500,MT
59472,24500,MT
59477,24500,MT
59480,24500,MT
59483,24500,MT
59485,24500,MT
59487,24500,MT
59601,25740,MT
59602,25740,MT
59604,25740,MT
59620,25740,MT
59623,25740,MT
59624,25740,MT
59625,25740,MT
59626,25740,MT
59631,25740,MT
59632,25740,MT
59633,25740,MT
59634,25740,MT
59635,25740,MT
59636,25740,MT
59638,25740,MT
59639,25740,MT
59640,25740,MT
59641,25740,MT
59643,25740,MT
59644,25740,MT
59647,25740,MT
59648,25740,MT
59701,15580,MT
59702,15580,MT
59703,15580,MT
59714,14580,MT
59715,14580,MT
59716,14580,MT
59717,14580,MT
59718,14580,MT
59719,14580,MT
59721,25740,MT
59727,15580,MT
59730,14580,MT
59741,14580,MT
59743,15580,MT
59748,15580,MT
59750,15580,MT
59752,14580,MT
59758,14580,MT
59759,25740,MT
59760,14580,MT
59771,14580,MT
59772,14580,MT
59801,33540,MT
59802,33540,MT
59803,33540,MT
59804,33540,MT
59806,33540,MT
59807,33540,MT
59808,33540,MT
59812,33540,MT
59820,33540,MT
59823,33540,MT
59825,33540,MT
59826,33540,MT
59830,33540,MT
59834,33540,MT
59842,33540,MT
59846,33540,MT
59847,33540,MT
59851,33540,MT
59866,33540,MT
59867,33540,MT
59868,33540,MT
59872,33540,MT
59901,28060,MT
59903,28060,MT
59904,28060,MT
59911,28060,MT
59912,28060,MT
59913,28060,MT
59916,28060,MT
59919,28060,MT
59920,28060,MT
59922,28060,MT
59925,28060,MT
59926,28060,MT
59927,28060,MT
59928,28060,MT
59932,28060,MT
59936,28060,MT
59937,28060,MT
68002,36540,NE
68003,36540,NE
68005,36540,NE
68007,36540,NE
68008,36540,NE
68010,36540,NE
68015,36540,NE
68016,36540,NE
68017,36540,NE
68018,36540,NE
68022,36540,NE
68023,36540,NE
68025,23340,NE
68026,23340,NE
68028,36540,NE
68029,36540,NE
68030,43580,NE
68031,23340,NE
68033,36540,NE
68034,36540,NE
68037,36540,NE
68040,36540,NE
68041,36540,NE
68042,36540,NE
68044,23340,NE
68046,36540,NE
68048,36540,NE
68050,36540,NE
68056,36540,NE
68057,23340,NE
68058,36540,NE
68059,36540,NE
68063,23340,NE
68064,36540,NE
68065,36540,NE
68066,36540,NE
68068,36540,NE
68069,36540,NE
68070,36540,NE
68072,23340,NE
68073,36540,NE
68102,36540,NE
68103,36540,NE
68104,36540,NE
68105,36540,NE
68106,36540,NE
68107,36540,NE
68108,36540,NE
68109,36540,NE
68110,36540,NE
68111,36540,NE
68112,36540,NE
68113,36540,NE
68114,36540,NE
68116,36540,NE
68117,36540,NE
68118,36540,NE
68122,36540,NE
68123,36540,NE
68124,36540,NE
68127,36540,NE
68128,36540,NE
68130,36540,NE
68131,36540,NE
68132,36540,NE
68133,36540,NE
68134,36540,NE
68135,36540,NE
68136,36540,NE
68137,36540,NE
68138,36540,NE
68139,36540,NE
68142,36540,NE
68144,36540,NE
68145,36540,NE
68147,36540,NE
68152,36540,NE
68154,36540,NE
68157,36540,NE
68164,36540,NE
68175,36540,NE
68178,36540,NE
68179,36540,NE
68180,36540,NE
68182,36540,NE
68183,36540,NE
68197,36540,NE
68198,36540,NE
68301,13100,NE
68304,36540,NE
68307,36540,NE
68309,13100,NE
68310,13100,NE
68313,30700,NE
68314,30700,NE
68317,30700,NE
68318,13100,NE
68328,13100,NE
68330,30700,NE
68331,13100,NE
68336,30700,NE
68339,30700,NE
68347,36540,NE
68349,36540,NE
68357,13100,NE
68358,30700,NE
68360,30700,NE
68364,30700,NE
68366,36540,NE
68368,30700,NE
68372,30700,NE
68381,13100,NE
68402,30700,NE
68403,36540,NE
68404,30700,NE
68405,30700,NE
68407,36540,NE
68409,36540,NE
68413,36540,NE
