SC,75,79,81,85,88,95,98,86,65,64,66,68,72,74,75,78,80,84,91,84,64,62,63,66,68,71,75,77,80,85,89,83,74,65,65,67,68,71,73,74,73,80,87,82,62,66,73,77,65,58,57,56,57,61,66,54,44,41,36,33,32,34,38,42,43,50,57,37,30,28,26,31,35,43,47,51,56,65,72,67,51,46,45,46,47,48,47,50,51,59,67,56,49,48,48,52,55,58,59,62,65,70,73
SD,54,58,60,61,67,75,81,77,57,47,45,45,50,51,57,60,63,73,80,76,60,50,47,46,47,51,54,56,64,75,83,78,64,50,43,43,45,49,54,58,65,76,82,80,59,52,52,50,53,51,51,51,57,66,65,57,44,37,39,37,38,37,42,44,46,53,62,40,38,36,36,34,35,37,42,44,51,60,67,67,58,44,38,43,45,45,54,56,54,65,79,66,57,45,44,44,46,48,50,55,60,73,79
TN,59,63,65,67,71,76,82,76,59,54,54,56,58,59,60,62,64,71,78,72,53,51,49,49,51,53,54,59,62,70,78,72,59,48,46,49,51,52,53,54,57,65,71,64,51,50,53,49,45,42,41,40,43,47,53,39,35,30,25,24,26,29,33,35,37,43,46,31,26,24,23,25,29,36,40,43,47,58,66,55,46,42,39,40,40,43,44,45,48,57,65,58,44,43,42,44,46,50,58,61,67,72,74
TX,57,58,61,66,67,75,79,68,54,52,51,52,53,57,64,68,67,72,78,69,53,50,48,50,52,55,60,65,66,72,77,67,59,52,52,53,54,56,59,62,65,71,75,65,53,58,64,58,53,52,54,54,56,60,61,51,48,39,36,35,33,36,41,45,48,51,58,40,36,31,29,29,32,39,47,51,55,65,71,65,52,47,45,45,45,49,51,54,58,65,71,61,50,48,48,51,55,58,60,61,65,72,74
UT,51,53,57,59,63,72,79,73,56,46,44,43,44,47,49,52,57,64,68,63,46,43,40,40,43,44,47,50,53,64,72,65,58,51,45,45,48,51,51,53,58,69,74,66,47,44,52,51,50,44,37,38,41,49,49,31,18,16,16,17,22,23,25,31,34,44,45,30,26,24,24,29,35,44,51,57,64,78,85,78,57,55,47,44,49,51,52,55,61,72,76,66,53,49,45,47,52,57,62,64,68,76,79
VA,64,68,71,72,76,85,89,80,54,51,51,54,59,62,65,67,72,79,85,73,51,47,46,50,57,59,62,65,67,78,83,75,58,44,44,48,55,56,58,59,62,74,79,63,44,47,57,54,47,43,40,43,46,52,57,44,35,30,29,30,31,33,37,39,43,49,55,35,28,26,25,29,31,38,42,42,45,55,62,48,40,35,34,36,37,37,39,40,44,53,60,46,38,36,34,37,38,41,43,43,46,52,58
VT,89,95,106,117,128,143,154,157,157,135,96,80,75,86,97,109,121,133,147,152,148,125,92,73,72,81,91,103,111,125,138,144,140,130,95,75,70,81,92,102,113,127,140,138,135,134,114,99,63,59,56,61,75,87,101,100,70,54,51,41,44,51,56,63,73,81,88,75,44,40,35,29,38,52,56,59,66,87,99,100,76,59,40,36,42,47,45,48,57,74,86,81,59,55,47,39,47,51,56,61,72,89,100
WA,39,43,48,53,62,72,73,65,42,32,26,29,33,37,44,49,55,65,70,47,35,32,29,31,36,37,43,46,53,66,72,63,43,32,33,36,41,44,48,50,57,69,74,47,33,38,44,38,36,36,36,37,45,52,48,35,28,25,23,23,27,29,31,35,40,46,46,27,24,22,19,23,30,36,44,44,51,64,72,61,44,36,33,34,38,40,44,46,53,65,69,52,37,33,31,36,40,45,50,52,59,71,74
WI,64,70,76,80,86,96,105,102,71,53,50,51,57,61,67,72,77,87,99,93,59,50,47,46,51,54,57,64,69,80,92,91,71,56,47,45,47,53,57,61,67,83,90,86,55,53,57,48,46,44,42,44,49,57,65,51,39,32,30,30,31,36,39,43,48,56,63,42,35,29,29,30,32,38,43,43,47,59,71,61,44,37,32,33,36,37,38,41,45,56,65,54,38,38,35,38,37,38,40,43,48,60,66
WV,79,82,87,90,95,105,114,116,107,79,74,74,78,81,83,87,93,101,110,112,101,81,73,73,75,78,82,87,90,100,109,109,97,77,68,72,75,80,83,86,89,102,107,105,84,83,86,88,76,71,69,69,71,79,86,89,68,57,47,46,50,50,54,57,60,68,79,80,57,45,43,43,46,53,55,59,61,72,80,77,60,53,47,48,50,47,50,52,55,64,75,75,59,51,47,49,54,54,53,58,62,70,79
WY,72,76,86,89,99,110,115,115,104,75,61,61,65,71,79,86,94,106,116,111,92,68,64,61,67,70,74,83,89,100,108,111,98,79,66,59,59,63,72,79,89,105,112,106,75,67,67,59,54,56,57,60,66,74,86,78,53,51,38,37,38,44,47,52,59,63,75,66,47,39,32,31,36,45,52,60,67,81,88,90,83,61,43,41,47,51,53,63,72,85,88,89,72,64,51,47,52,59,66,73,78,85,89
